Date,NVDA Adj. Close,NVDA P/S (LTM),NVDA P/FCF (LTM),NVDA P/E (LTM),NVDA Debt/Equity (LTM),actual_returns,ps_sma_fast,ps_sma_fast30,ps_sma_slow,ps_ema_fast,ps_ema_fast30,ps_ema_slow,pfcf_sma_fast,pfcf_sma_fast30,pfcf_sma_slow,pfcf_ema_fast,pfcf_ema_fast30,pfcf_ema_slow,pe_sma_fast,pe_sma_fast30,pe_sma_slow,pe_ema_fast,pe_ema_fast30,pe_ema_slow,ps_Signal_sma,ps_Signal_ema,ps_Signal_sma30,ps_Signal_ema30,pfcf_Signal_sma,pfcf_Signal_ema,pfcf_Signal_sma30,pfcf_Signal_ema30,pe_Signal_sma,pe_Signal_ema,pe_Signal_sma30,pe_Signal_ema30,ps_Entry/Exit_sma,ps_Entry/Exit_ema,ps_Entry/Exit_sma30,ps_Entry/Exit_ema30,pfcf_Entry/Exit_sma,pfcf_Entry/Exit_ema,pfcf_Entry/Exit_sma30,pfcf_Entry/Exit_ema30,pe_Entry/Exit_sma,pe_Entry/Exit_ema,pe_Entry/Exit_sma30,pe_Entry/Exit_ema30,ps_Position_sma,ps_Position_ema,ps_Position_sma30,ps_Position_ema30,pfcf_Position_sma,pfcf_Position_ema,pfcf_Position_sma30,pfcf_Position_ema30,pe_Position_sma,pe_Position_ema,pe_Position_sma30,pe_Position_ema30,ps_Entry/Exit Position_sma,ps_Entry/Exit Position_ema,ps_Entry/Exit Position_sma30,ps_Entry/Exit Position_ema30,pfcf_Entry/Exit Position_sma,pfcf_Entry/Exit Position_ema,pfcf_Entry/Exit Position_sma30,pfcf_Entry/Exit Position_ema30,pe_Entry/Exit Position_sma,pe_Entry/Exit Position_ema,pe_Entry/Exit Position_sma30,pe_Entry/Exit Position_ema30,ps_Portfolio Holdings_sma,ps_Portfolio Holdings_ema,ps_Portfolio Holdings_sma30,ps_Portfolio Holdings_ema30,pfcf_Portfolio Holdings_sma,pfcf_Portfolio Holdings_ema,pfcf_Portfolio Holdings_sma30,pfcf_Portfolio Holdings_ema30,pe_Portfolio Holdings_sma,pe_Portfolio Holdings_ema,pe_Portfolio Holdings_sma30,pe_Portfolio Holdings_ema30,ps_Portfolio Cash_sma,ps_Portfolio Cash_ema,ps_Portfolio Cash_sma30,ps_Portfolio Cash_ema30,pfcf_Portfolio Cash_sma,pfcf_Portfolio Cash_ema,pfcf_Portfolio Cash_sma30,pfcf_Portfolio Cash_ema30,pe_Portfolio Cash_sma,pe_Portfolio Cash_ema,pe_Portfolio Cash_sma30,pe_Portfolio Cash_ema30,ps_Portfolio Total_sma,ps_Portfolio Total_ema,ps_Portfolio Total_sma30,ps_Portfolio Total_ema30,pfcf_Portfolio Total_sma,pfcf_Portfolio Total_ema,pfcf_Portfolio Total_sma30,pfcf_Portfolio Total_ema30,pe_Portfolio Total_sma,pe_Portfolio Total_ema,pe_Portfolio Total_sma30,pe_Portfolio Total_ema30,ps_Portfolio Daily Returns_sma,ps_Portfolio Daily Returns_ema,ps_Portfolio Daily Returns_sma30,ps_Portfolio Daily Returns_ema30,pfcf_Portfolio Daily Returns_sma,pfcf_Portfolio Daily Returns_ema,pfcf_Portfolio Daily Returns_sma30,pfcf_Portfolio Daily Returns_ema30,pe_Portfolio Daily Returns_sma,pe_Portfolio Daily Returns_ema,pe_Portfolio Daily Returns_sma30,pe_Portfolio Daily Returns_ema30,ps_Portfolio Cumulative Returns_sma,ps_Portfolio Cumulative Returns_ema,ps_Portfolio Cumulative Returns_sma30,ps_Portfolio Cumulative Returns_ema30,pfcf_Portfolio Cumulative Returns_sma,pfcf_Portfolio Cumulative Returns_ema,pfcf_Portfolio Cumulative Returns_sma30,pfcf_Portfolio Cumulative Returns_ema30,pe_Portfolio Cumulative Returns_sma,pe_Portfolio Cumulative Returns_ema,pe_Portfolio Cumulative Returns_sma30,pe_Portfolio Cumulative Returns_ema30
2019-01-16,36.919241833968,7.309000161004668,26.78241887905605,19.890088684886152,,-0.0068726229398812,7.037932700048302,,,7.1184709608607575,6.88570895939508,6.755550026667984,25.789144542772863,,,26.084261438292724,25.231350057110816,24.75440779683471,19.152428851907302,,,19.371598795100475,18.738180167430396,18.383976766411973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988
2019-01-17,37.633615768944,7.450426662373209,27.30064896755162,20.274954684701203,,0.0193496371943024,7.154462244405087,,,7.17882654295393,6.922142359587218,6.769309960048285,26.21614454277286,,,26.305422807248885,25.364853212623128,24.804828414076624,19.469542399671585,,,19.535845320482423,18.83732691048013,18.421421873704823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988
2019-01-18,38.925938061036,7.706271131862824,28.23814159292036,20.971187969088845,,0.0343395728974427,7.256308967960071,,,7.274725559119183,6.972731312637258,6.787863646618869,26.589342182890856,,,26.656826222825515,25.550226656513274,24.87281481365769,19.746699373149504,,,19.79681671113813,18.97499536587424,18.471912291435203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988
2019-01-22,36.901878578604,7.305562711318628,26.76982300884956,19.8807343029462,,-0.0519977059835595,7.282679117694412,,,7.280332314064537,6.994204306100573,6.798115113246587,26.68597050147493,,,26.677371093011704,25.628910292147875,24.91037933237436,19.818460846031687,,,19.81207445510324,19.033430136007915,18.49980975700968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988
2019-01-23,37.03086276130799,7.331098051843503,26.86339233038348,19.95022399735725,,0.003495328359212,7.329133794880052,,,7.2895624482061665,7.015939386471086,6.808669230842567,26.85619469026549,,,26.71119313617021,25.70855429461469,24.94905285708741,19.94487863624871,,,19.837192553694877,19.092578127062712,18.52853083107597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988
2019-01-24,39.151660380768,7.750957977781355,28.40188790560472,21.092794934308184,,0.0572710831268004,7.404070198035744,,,7.373452544492563,7.0633599407491685,6.827328413950265,27.13078466076696,,,27.018592185158298,25.88231775338824,25.01742582834518,20.1488041625396,,,20.065483895624567,19.22162437269145,18.579308338070664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988
2019-01-25,39.72464780778,7.864393817420705,28.81755162241888,21.40148953832651,,0.0146350734921441,7.477336982772501,,,7.462714594115861,7.11503954569572,6.847864362533838,27.39925663716814,,,27.345675719205676,26.071687680422475,25.09267584406941,20.348186131888237,,,20.308394012479464,19.362260834990494,18.63519311431336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988
2019-01-28,34.232898182651994,6.777177588150057,24.833657817109145,18.442832164748307,,-0.1382453949422418,7.424203831911126,,,7.338071502122078,7.0932420000476135,6.846464624427229,27.2045604719764,,,26.888945191551755,25.99181478601517,25.087546774228613,20.203594113902163,,,19.96920094925561,19.302942856265197,18.6313839865992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988
2019-01-29,32.64292008432,6.462405409756883,23.68023598820059,17.58623804710439,,-0.0464459097166871,7.331687328932539,,,7.178859485328406,7.052542865190147,6.83885949146346,26.865551622418884,,,26.305543518215178,25.84268067002713,25.059679233911226,19.95182760568981,,,19.535934967046305,19.19218770728708,18.61068802740128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988
2019-01-30,34.079109349427995,6.746731605216551,24.72209439528024,18.35997906756589,,0.0439969604863221,7.270402511672839,,,7.100290779853523,7.032813106482173,6.837035176884313,26.640985250737465,,,26.017643677681548,25.77038478133378,25.052994385621503,19.78505233910329,,,19.32212480350441,19.13849682730507,18.60572349354315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988
2019-01-31,35.6566851225,7.05904846240541,25.866519174041297,19.209891483824133,,0.0462915787175195,7.245407341812912,,,7.092792176681138,7.034505710090125,6.841431479567898,26.54939528023599,,,25.990166495201503,25.776587000218136,25.069103787372388,19.71703261899709,,,19.30171874538072,19.143102934177268,18.61768721612297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988
2019-02-01,35.899770697596,7.107172758009982,26.04286135693216,19.340852830983422,,0.0068173913043476,7.21108195137659,,,7.0954068278318365,7.039193906730116,6.846693683101405,26.42361651917404,,,25.99974737915253,25.79376599097388,25.08838611548248,19.62362243362531,,,19.30883403367212,19.15586099203573,18.63200732730833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988
2019-02-04,37.003577645736,7.325696345194011,26.843598820059,19.935524254308763,,0.0307469080356526,7.1730244727097086,,,7.1372776491704135,7.05767793501811,6.856178884330962,26.284162241887906,,,26.153174913862795,25.86149714123744,25.123142802701818,19.520056062147304,,,19.422777710151507,19.206161847666248,18.65781954368457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988
2019-02-05,37.19457345474,7.363508291740461,26.982153392330385,20.0384224556482,,0.0051615498056039,7.178819030751892,,,7.178410493274058,7.077408925774392,6.866225011210359,26.30539528023599,,,26.30389827358417,25.93379754453376,25.15995489358555,19.535824877417504,,,19.534713118423632,19.25985608043928,18.6851582152086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988
2019-02-06,37.9511152956,7.513282885203671,27.53097345132744,20.44600624017456,,0.0203401133711236,7.197037514087908,,,7.239296382715805,7.105529826382733,6.879038038418146,26.372153392330382,,,26.527002851355675,26.036841151423676,25.20690575611509,19.585403101699235,,,19.7004027769238,19.336381897196397,18.7200264929307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988
2019-02-07,36.567015796584,7.239269038802125,26.526902654867257,19.700328365532897,,-0.036470588235294,7.145868620189985,,,7.239291411095135,7.114158162667856,6.886171325554463,26.18465486725664,,,26.52698463381233,26.068458022613584,25.233044308565628,19.446156444821707,,,19.70038924758,19.359862314508423,18.73943841120005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988
2019-02-08,36.753050675484,7.276098856866849,26.661858407079645,19.800553886318067,,0.0050875050875049,7.0870391241346,,,7.245983673962719,7.124605949390372,6.893892662808173,25.969085545722717,,,26.551507138042748,26.106741918385588,25.26133765705105,19.286062879620864,,,19.718601000077832,19.388294028818727,18.76045059882615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988
2019-02-11,36.32641068654,7.191635807438416,26.3523598820059,19.570703358650743,,-0.0116082877775527,7.128484946063436,,,7.236102243685574,7.128930456361213,6.899788566662237,26.120955752212392,,,26.51529854603605,26.122588238619155,25.28294205754521,19.39884999901111,,,19.69171051981836,19.400062372678857,18.776495207931585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,100000.0,101911.198322566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988,0.0,0.01911198322565988
